LABEL,sentances
0,@R_SK I am. But sometimes its too late to fix things 
1,"@allisonpalmer dont B stressed!things will work out 1 way or another.especially w/ the power of prayer,as u know.keep ur head up allison! "
1,@stephenperry in 4 hours ill be a senior 
1,Bubba should get an A on his paper! I forgot how much I like English!! 
1,"Good Morning All, May you have a delightful enlightening joy filled Friday "
1,@jimmycarr  I am still giggling at the Susan Boyle/Virgin quip on 8 out of 10 cats  
1,@sarahjclark Things are lookin up!   Cirrusly.
0,trouble in paradise 
0,"@TequilaNef You're not talking to yourself.We're here,listening (not always replying).it gets boring replying then pple don't respond "
1,@GeeEasy lol. i will let you know when i start it and kindly take recommendations 
1,I've been a very bad lad. After dinner I had some rasperry ruffle cheesecake....oh boy it was so good 
0,SYTYCD-  I think Kopo and Ashley are donezo
0,im thinking that homework will be the vain of my existence this summer 
0,What should i do? - i got belly aches!!! - 
1,@roxannegregorio shofee yung nickname ni baby  we took it from the word siopao . haha ! musta ?
0,1 more minute!! and no followers 
1,#FF Red Sox Girls: @BoSoxCutie19 @bitchinmona @shelley1005 @GeekWearsPrada @thebestofhands @ShelliMayfield @LuvMyFeline @wearetheredsox. 
1,@matthewsheppard  thanks..... ill keep you updated!! lol â¥ my hamster
1,Ytinker_ramone  I want more porn 
0,I love second hand smoking  ha. I need a pack.
1,"@s0nglyrics funny  you asked me what my fav lyrics are, but theÃ½'re already there in your latest tweet!"
1,"Just picked up a bundle from Red Octane including GH: Metallica, drum set, and mic, only $99.  Already have 2 guitars, so good for me. "
1,"@BittenbyBooks Just a reminder, head over to Bitten by Books for a chance to win some awesome swag.  http://bittenbybooks.com/?p=8041"
0,didn't find the extension cord  home watching HERE COME THE NEWLYWEDS!!
1,Only 2 more days! 
0,said goodbye to a great friend yesterday  I hate sad farewells...
1,"@NYCityMama exactly. boys are asleep so i'm trying to catch up on my phone calls to my friends, but I sound so silly! "
1,finished maiden half marathon today...it was too good 
0,WHO THE FUCK WANTS TO SMOKE THIS KUSH I GOT?!?!?! I hate smoking alone 
0,@jaime_La yeah her phone died! 
0,"I don't kno what's going on with me but I've felt sea sick all day  I'm bout to get myself together&amp; get out, maybe that will help â¥"
0,"@GayleTrent Not yet, it's been a real struggle satisfying everyone and doing the household at the same time  The shop is crazy busy as wel"
0,How and y did I get a boost of energy...when I go to bed I want to b tired not awake...my bods confused I think...!!! 
0,cooking FISH!!! smells good but wondering if it will linger since it's a smallish nyc apt. 
0,I'm @ the libary again. But I'm not very motivated. Has anybody a reason fo me to keep on working...I'm a bit exhausted 
1,"@OnlyOneFantasy hey whats going on...its always nice to see you,here as well "
1,off to the park - little cousins birthday 
1,sleepy time  i must wake early to draw some more 
0,Good Morning ! -Im praying that my peoples come home today ! I miss them so much ! 
0,@britaiin  iknowrite
1,"@rfargnoli Yet so far I've spent my Sunday inside. I think I'll finally go for that bike ride by the promenade, thank you "
0,ok so this eye doctor guy is taking forever and i'm sitting in a cold room by myself...what? A jerk! 
0,i wish our internet wasnt fucked. i could be doing any number of things right now 
1,Breakfast in bed while making designs for my new tote bags. Lovely 
0,@guylikeu Just contact dai on the boards - a lot of the Cs are missing.   *hugs*  They want to fix it though!
1,@miss_patooty  I so feel your pain! Good way to blow off steam. 
0,More hw 
0,should i skip the vacation plan or just stick into it? am i really need that vacation?? hmm.. somethin on my mind.. 
0,"Jon and Kate= Divorce precedings started, shocking. They barely tried! Poor kids "
0,&quot;keeping your guard up in a relationship keeps the love out too.&quot; ???? 
0,@pharobcool thinkn of u....aint heard from u all weekend 
1,Picnic with @insomniatichbee in Hyde Park  sunny sunny sunny
0,Ahhhhh there r no nice clothes out there 
1,@N0odles oop t'north 
1,Also the &quot;Second Attack/Death of Gavroache&quot; I like the men's dynamic voices. 
1,@sweetteach81 I had a dream about him too  Too funny...he's always in my dreams lately...hmmmm
1,just got in. I have the best friends 
0,I miss you poppy I wish I got to say goodbye  @mileycyrus your I miss you song is so beautiful xoxo
0,"First coffeebreak of the week, pfff.....another 38 ahead of me..... "
0,Studyin' like crazy 
1,"@harveymilk  2 c u @ #phaerie potluck, &amp; 2 c @njrugger45 @gregs @eddidit @boblivious @harryhayphl @aikiverse rockhard gershon, kc et al"
0,"@josefamanriquez and yet i couldnt get a pic it wasnt allowed, then i won passes to their carpet of the 3d premiere no pic still wit them "
1,@flowersbyfarha Has to be manipulation. Jillian has kissed more men in a few weeks than I have in a few years. 
1,Just booked the sickest hall EVER in Mumbai for the internet marketing seminar. 
0,"fever's down. headache far worse, bad enough that light or sound make me want 2 cry.  new: wretched neck pain. im calling out to job#2 "
1,watching the Grudge 3. oh how i love watching scary movies when its pitch black in my basement 
0,&quot;Other half&quot; had to choose tonight to check your posts on Twitter.  Not my best move 
0,@rcaplice that's so sad 
0,@artistaday well I guess it depends if it's taking you away from paid work. and let's face it google can afford to pay starving artists 
0,@babeeshark i would ride bikes with you any time! i cant run 
1,"@gofoboRSVPCodes could use one for chesterfield mo for terminator today if anyone has one, text it to me 3147808704 would appreciate it "
1,undergrad degree show today.  one of my favourite work days of the year.  I am so very proud of the Sussex '09 BA MPT finalists! 
1,"home from Shari's. Goodbye to my dear friend Christine, Hawaii is lucky to be getting you "
1,"@therealpickler The band or the state, love the band and the state...and u "
0,@toastcommunism that's so stupid how they get to keep all their players for 50 years and my teams struggle to sign anyone for a year  hate
0,it's too early to be at hops 
0,Bummer. My fave hooded sweatshirt made its way to the dryer and shrank. Sleeves are 3&quot; too short. 
1,@annaaralar: you have to go to vietnam on en route! TONS OF PIRATED STUFF INCLUDING BOOKS!!!  oh and roxy items too
0,@deadlyhouses ergh i need to sleep bb. call me after you're off work? 
0,is annoyed it's raining.....wanna get out of the house 
0,everyone else gets cool sports injury stories.  i twist my knee playing with our wiener dogs 
0,i hope THEY didn't return together 
1,Our new baby boy @jangelo congratulations angelo!!!! 
0,"@ihsanamin @Katchin05   i don't wanna go.  i'm hardheaded.  I was hoping it would improve, but yeah, i can't keep feelin like that"
1,really wonders what a hard strawberry creamer might taste like. wonder if any of my friends know... 
0,i miss my crush 
0,@james__buckley But I didn't go.  You're welcome anyway. ^__^
1,"@catenalady Here, you can have my crust. I only like the good parts. "
1,Jake M. Smith 
0,cakes and beer = poorly belly 
1,"Html for the site is finished.  Just basic updates left, and posting to further establish the plot and DS canon characters. Come join us! "
1,"@talkaboutluck oh man, chuck!!! yes!!!! its the greatest show on earth!! i love it!! haha, well, its good "
0,"@TheDaniater I'm pissed at my mom too  one day when we are old enough, we will get revenge by putting them in an old age home! mwahahaha"
1,@LovinJJ really??? Still light? That's amazing  Miss you!
0,"@Gemmaz_ I didnt steal your Twilight books, noooooooo "
1,@a_willow Let me go check my mail....was reading a lengthy and complicated article a bout work &amp; haven't checked mail yet 
1,"@rukshanw thanks, its refreshing to hear something like that every now and then "
0,@caitlinharvie i haven't spoken to you in ages 
0,I have no one to play against on DS Mario Kart... Lame  I need more games or something.
1,so freaking excited for the NKOTB Full Service Tour!  AHHHHHHH! JabbaWockeeZ! x] &lt;333
1,@cathylando haha yeah. i've downloaded it  he sounded great!
0,@majornelson That links to a private page on Flickr 
0,Has it really been 6 months since we last went camping? Succumbing to the sly stranglehold of the city 
0,@greggarbo http://twitpic.com/7ogps - OMJ!!! I want it... 
1,floating the comal river 
0,"@Knicksmets I'm not, it's just over so darn fast makes me sad  work tomorrow"
1,new yorrrrk 
1,@Salehh Who doesn't?  I can beat you anytime if you have a PS3 :p
1,OMG!!! Just asked for check at diner. Guess what music is playing in bachground?? Wham!! Everything She Wants. OMFG I love George Michael 
1,@bs you caught me scanning! I just got out of UP and reek of popcorns. A super friendly pup from the film reminded me of @addi 
1,@Cynnergies - @ Liturgy @stmss Green avatar as we pray for Iran #iranelection &lt;-- just found out myself 
0,Im in class i dont feel good at all  and i have to write an essay later
1,Gets to be with the love of her life today 
0,will probably miss #Chuckmemondays tonight 
0,"Ah, I know what I need right. Exactly what. I need a mojito. If only I had lime and mint "
1,@amylovegrove I'm a little drunk and warm  close?
1,"wow, pak dwi insane @anissapramudita , but i really miss him lol (for sure) "
1,@scb4vp Still got 53 lbs to go. 
1,I can see more and feel the bones in my shoulders 
1,@_supernatural_ No problem  and thanks for mine later!! x
1,@Love_JoBros_  go on and make the account 
1,Aww shii! Lakers ATE the nuggets 119-92 
1,@RyanAkaIMTF AW!!!!!!!! ryan i love it... I just wish it was a little longer.. I wanted to read more of it 
1,@sarabethxvx It would be so SUPER sweet to know what days/times one is most likely to get a vegan maple bar. Or is it all up to chance? 
1,layin on the beach listenin to my special made playlist 
0,i feel kind of sick.  hopefully supernatural will make me feel better.
1,Lady Gaga's new Paparrazi video...fucking INSANE!!! So so good. She's a genius! 
1,"@natty_xxx I know LOL i can't help, i may be 17 but i have the maturity level of a 5 year old "
1,Good morning sunshine hope you have  a great day i pray Gods sheer grace and mercy flows through you all day i love you 
0,"Im Juku Twinn, even though Im not going "
1,"@jeweljk I love &quot;Stand&quot; so much!  I got your cd in the mail yesterday, so exciting! Thanks for the autograph "
1,@1ClassEdiva you're very welcome granny. LOL...j/k you young buck.lol 
0,"Our modem has been down &amp; needs to be replaced. Working right now for no apparent reason, but will likely not last long "
1,@esaevian ill watch/play my flute along to les mis with you 
1,Something so beautiful I want to share with my tweeter friends  http://www.spiritisup.com/ahuginyourinboxgmb.html
0,my neck is stiff huhuhuhu.. guess i took wrong-sleep-position 
1,"just bought a whole lot of nice things &lt;3, including this pumpkin/feta sandwich "
1,"i have 2 be up in 6 hours, damn. just heard liam gallagher over the phone  eeee"
1,Getting some wonderful things done today! Feel more excitement than stress. That's an improvement 
1,@ThatDudeDeon never getting an Iphone! Palm pre is gonna smash that wack phone. 
0,It's only Tuesday. 
0,@DYNASTYLA24 me too! Four months is such a long time without basketball 
1,@Fuzzbutt_Towers TNX  I'm preparing the Jensen ones to post now =D
1,"At somewhere called Old Sarum. Only 5000 years old, hardly worth mentioning "
1,@MrPromee Thanks for the follow. Nice to collaborate with other instructors 
0,Coraline comes out on DVD on July 21?  It was supposed to be tomorrow!
0,"Watching the Food Channel. In Chopped, one chef accidently used salt instead of sugar in his desert dish. Didn't taste test it first.  "
1,Have the sun shining through my window directly at my face.  May you have rays of sunshine lifting your spirits within! 
1,"@spygun WOW, that's more like it.....Brilliant, made my day "
0,"at work, but I got a pain in my belly "
1,"@caffeinebomb good lunch  although they gavre me (baked) beans, rather than (green) beans. Is it true M&amp;S are selling everything at a 1p?"
1,@Chettahman in reference to the 'fml' - feel betta chettah 
1,"@MTVwebmaster  Cant Thank YOu Enough, WHo is NITIN BETWEEN? "
